Key,Type,Created,Ready for QA,In QA,Ready for Signoff,Done
VD-7856,Bug,2020-04-22,2020-04-28,2020-04-28,,2020-04-29
VD-7855,Bug,2020-04-22,2020-04-23,2020-05-08,,2020-05-18
VD-7854,Bug,2020-04-22,2020-04-29,2020-04-30,,2020-04-30
VD-7852,Bug,2020-04-22,,,,
VD-7851,Bug,2020-04-22,,,,
VD-7849,Bug,2020-04-22,2020-04-24,,,2020-05-11
VD-7846,Bug,2020-04-22,2020-04-27,2020-05-05,,2020-05-05
VD-7845,Bug,2020-04-22,,,,2020-05-06
VD-7844,Bug,2020-04-22,2020-04-24,2020-05-05,,2020-05-08
VD-7843,Story,2020-05-09,,,,
VD-7841,Story,2020-04-24,2020-04-27,,2020-04-29,2020-05-05
VD-7840,Story,2020-04-22,2020-04-28,2020-04-28,2020-04-28,2020-05-05
VD-7839,Story,2020-04-22,,,,
VD-7837,Bug,2020-04-21,2020-04-29,2020-05-05,,2020-05-15
VD-7836,Bug,2020-04-21,2020-04-23,2020-04-23,,2020-04-24
VD-7835,Bug,2020-04-21,2020-05-08,2020-05-21,,2020-06-17
VD-7834,Bug,2020-04-21,2020-05-16,2020-05-20,,2020-05-28
VD-7833,Story,2020-04-21,2020-04-23,2020-04-23,2020-04-28,2020-05-05
VD-7832,Story,2020-04-22,,,2020-05-13,2020-05-13
VD-7831,Task,2020-04-21,2020-05-07,2020-05-08,2020-05-08,2020-05-12
VD-7830,Bug,2020-04-21,2020-04-24,2020-04-21,,2020-04-24
VD-7829,Bug,2020-04-21,2020-04-23,,,2020-04-24
VD-7827,Bug,2020-04-21,,,,2020-04-29
VD-7825,Bug,2020-04-21,2020-04-27,2020-04-28,,2020-04-28
VD-7824,Story,2020-04-21,,2020-04-22,2020-04-22,2020-04-28
VD-7820,Bug,2020-04-21,2020-04-27,2020-05-06,,2020-05-06
VD-7819,Story,2020-04-23,2020-04-29,,2020-05-12,2020-05-12
VD-7814,Bug,2020-04-21,2020-04-24,2020-04-28,,2020-04-28
VD-7809,Story,2020-06-26,,,,
VD-7806,Story,2020-05-04,2020-05-29,,,
VD-7805,Story,2020-05-19,2020-06-25,,,
VD-7803,Bug,2020-04-21,2020-04-24,2020-05-05,,2020-05-24
VD-7802,Bug,2020-04-21,2020-04-27,2020-04-29,,2020-04-29
VD-7801,Bug,2020-04-21,2020-04-24,2020-05-05,,2020-05-13
VD-7798,Story,2020-04-28,2020-04-28,2020-04-30,,2020-04-30
VD-7796,Story,2020-04-23,2020-04-24,2020-05-05,,2020-05-08
VD-7794,Story,2020-04-20,2020-04-21,2020-05-07,2020-05-12,2020-05-12
VD-7793,Bug,2020-04-20,2020-05-05,,,2020-05-05
VD-7792,Bug,2020-04-20,2020-04-24,2020-04-24,,2020-04-24
VD-7791,Task,2020-04-20,2020-05-11,2020-05-25,2020-05-25,2020-06-09
VD-7788,Bug,2020-04-20,,,,2020-05-06
VD-7786,Story,2020-04-20,2020-04-20,2020-04-21,2020-04-22,2020-04-23
VD-7785,Bug,2020-04-20,2020-05-15,2020-05-16,,2020-05-20
VD-7784,Story,2020-04-20,2020-05-11,2020-05-12,2020-05-12,2020-05-20
VD-7783,Story,2020-05-13,2020-05-19,2020-05-21,2020-05-21,2020-05-21
VD-7782,Story,2020-04-21,2020-04-23,,2020-04-23,2020-04-23
VD-7780,Bug,2020-04-20,,2020-04-30,2020-04-30,2020-05-04
VD-7773,Task,2020-06-17,2020-06-26,2020-06-29,2020-06-29,2020-06-30
VD-7771,Bug,2020-04-20,2020-04-20,2020-04-21,2020-04-23,2020-04-23
VD-7770,Bug,2020-04-20,2020-04-23,2020-04-24,,2020-05-05
VD-7769,Bug,2020-04-20,2020-04-23,2020-04-23,,2020-05-05
VD-7767,Bug,2020-04-19,2020-04-19,2020-04-22,,2020-04-22
VD-7766,Bug,2020-04-18,2020-05-11,2020-05-19,,2020-05-20
VD-7765,Task,2020-04-18,2020-04-21,2020-04-24,2020-06-15,2020-06-23
VD-7764,Task,2020-04-18,2020-04-20,2020-04-23,2020-05-06,2020-05-06
VD-7763,Bug,2020-04-17,2020-04-24,2020-04-24,,2020-04-27
VD-7761,Bug,2020-04-17,2020-04-27,2020-05-12,2020-05-12,2020-05-12
VD-7760,Bug,2020-04-17,,,,
VD-7758,Bug,2020-04-17,2020-04-24,2020-04-27,,2020-04-27
VD-7753,Bug,2020-04-17,2020-04-20,,,2020-04-20
VD-7752,Story,2020-04-17,2020-05-05,2020-05-06,2020-05-08,2020-05-12
VD-7751,Task,2020-04-17,2020-04-28,2020-05-29,2020-06-01,2020-06-09
VD-7750,Bug,2020-04-17,,,,2020-04-21
VD-7748,Story,2020-04-17,2020-04-24,,2020-05-07,2020-05-09
VD-7747,Story,2020-04-17,2020-05-20,2020-05-25,2020-05-25,2020-05-26
VD-7745,Bug,2020-04-17,2020-04-21,2020-04-23,,2020-04-23
VD-7744,Bug,2020-04-17,2020-04-21,2020-04-24,,2020-04-24
VD-7742,Bug,2020-04-17,2020-04-20,,,2020-04-24
VD-7741,Bug,2020-04-17,2020-05-20,,,2020-05-21
VD-7740,Bug,2020-04-17,2020-04-28,2020-05-18,,2020-05-21
VD-7739,Bug,2020-04-17,2020-04-24,2020-04-28,,2020-04-24
VD-7738,Story,2020-04-24,2020-05-05,2020-05-06,2020-06-12,2020-06-17
VD-7737,Task,2020-04-17,,,,
VD-7736,Bug,2020-04-17,,,2020-04-20,2020-05-05
VD-7735,Task,2020-04-17,2020-04-28,2020-04-29,2020-04-29,2020-04-29
VD-7734,Bug,2020-04-16,,,,2020-04-18
VD-7733,Bug,2020-04-16,2020-04-24,2020-04-27,,2020-04-29
VD-7732,Bug,2020-04-16,,,,2020-04-28
VD-7730,Bug,2020-04-16,2020-04-24,,,2020-04-24
VD-7729,Bug,2020-04-16,2020-04-18,2020-04-18,,2020-04-19
VD-7728,Task,2020-04-16,,,2020-04-21,2020-04-21
VD-7727,Bug,2020-04-16,,,,2020-04-17
VD-7726,Bug,2020-04-16,,,,2020-04-28
VD-7725,Bug,2020-04-16,2020-04-21,,2020-04-22,2020-04-22
VD-7724,Story,2020-04-16,2020-04-20,2020-04-21,2020-04-22,2020-04-28
VD-7722,Story,2020-04-16,2020-04-16,2020-04-16,2020-04-16,2020-04-23
VD-7721,Story,2020-04-17,2020-04-27,2020-04-27,2020-05-07,2020-05-12
VD-7720,Story,2020-04-20,2020-04-25,2020-04-27,2020-04-27,2020-04-28
VD-7719,Story,2020-04-21,2020-04-30,2020-05-04,2020-05-07,2020-05-12
VD-7718,Story,2020-04-16,2020-04-20,2020-04-21,2020-04-21,2020-04-28
VD-7717,Story,2020-04-16,2020-04-20,2020-04-20,2020-04-27,2020-04-27
VD-7716,Bug,2020-04-16,,,,2020-04-17
VD-7714,Bug,2020-04-15,,,,
VD-7713,Task,2020-05-13,2020-05-21,2020-05-22,2020-06-08,2020-06-09
VD-7712,Task,2020-04-15,2020-04-19,2020-04-24,2020-06-15,2020-06-23
VD-7711,Bug,2020-04-15,2020-04-15,2020-04-18,,2020-04-20
VD-7710,Task,2020-06-16,2020-06-17,,2020-06-19,2020-06-23
VD-7709,Story,2020-04-15,,2020-04-17,2020-04-23,2020-04-28
VD-7707,Story,2020-04-15,2020-04-15,2020-04-16,2020-04-17,2020-04-23
VD-7706,Bug,2020-04-15,2020-04-16,2020-04-16,,2020-04-16
VD-7703,Bug,2020-04-15,2020-04-24,2020-04-28,2020-05-04,2020-05-05
VD-7702,Bug,2020-04-15,2020-04-21,,,2020-04-21
VD-7700,Task,2020-04-15,2020-04-15,2020-04-17,2020-04-17,2020-04-27
VD-7699,Bug,2020-04-14,2020-04-28,2020-05-08,,2020-05-14
VD-7698,Bug,2020-04-14,2020-04-16,2020-04-17,2020-04-23,2020-04-24
VD-7697,Story,2020-04-14,2020-04-20,2020-04-28,2020-04-29,2020-05-01
VD-7694,Task,2020-04-15,2020-04-20,2020-04-20,2020-04-28,2020-04-28
VD-7693,Story,2020-04-22,2020-05-07,2020-05-08,2020-05-12,2020-05-12
VD-7692,Bug,2020-04-14,2020-04-17,,,2020-04-21
VD-7691,Task,2020-04-14,2020-04-14,2020-04-14,2020-04-18,2020-04-19
VD-7690,Story,2020-04-21,2020-04-28,2020-04-29,2020-07-07,2020-07-07
VD-7686,Story,2020-04-21,2020-06-09,2020-06-15,2020-07-07,2020-07-07
VD-7685,Story,2020-04-14,,,,
VD-7684,Story,2020-04-14,2020-04-15,2020-04-24,,
VD-7683,Story,2020-04-14,,,,
VD-7682,Story,2020-04-14,,,,
VD-7681,Task,2020-04-23,2020-04-28,2020-04-28,2020-05-08,2020-05-12
VD-7678,Bug,2020-04-13,2020-04-15,2020-04-15,,2020-04-15
VD-7677,Task,2020-04-13,2020-04-29,2020-05-04,2020-05-05,2020-05-12
VD-7675,Bug,2020-04-13,2020-04-15,2020-05-05,,2020-05-05
VD-7674,Story,2020-04-20,2020-04-23,,2020-04-28,2020-04-28
VD-7673,Story,2020-05-13,2020-06-04,2020-06-08,2020-07-01,
VD-7672,Story,2020-04-13,2020-04-13,2020-04-14,2020-04-17,2020-04-23
VD-7666,Story,2020-07-07,,,,
VD-7665,Story,2020-04-28,2020-05-28,2020-05-28,2020-06-03,2020-06-08
VD-7664,Bug,2020-04-13,2020-05-06,2020-05-08,2020-05-15,2020-05-18
VD-7662,Story,2020-04-13,,,,
VD-7661,Story,2020-04-13,2020-04-13,2020-04-14,2020-04-14,2020-04-14
VD-7660,Task,2020-04-27,2020-05-08,2020-05-12,2020-05-12,2020-05-12
VD-7659,Task,2020-04-13,,,2020-05-12,2020-05-12
VD-7658,Task,2020-04-13,2020-04-29,2020-05-04,2020-05-05,2020-05-12
VD-7657,Task,2020-04-13,2020-04-29,2020-05-03,2020-05-04,2020-05-12
VD-7656,Task,2020-04-12,2020-04-29,2020-05-04,2020-05-05,2020-05-12
VD-7655,Bug,2020-04-11,,,,2020-04-13
VD-7653,Bug,2020-04-09,,,,2020-04-17
VD-7652,Story,2020-04-14,2020-04-28,2020-04-28,2020-05-07,2020-05-12
VD-7651,Task,2020-04-11,2020-04-14,2020-04-16,2020-05-18,2020-05-18
VD-7650,Story,2020-04-09,2020-05-13,2020-05-17,2020-05-26,2020-05-26
VD-7647,Story,2020-04-09,2020-04-11,,2020-04-14,2020-04-14
VD-7646,Bug,2020-04-09,2020-04-20,2020-04-24,,2020-04-24
VD-7645,Story,2020-04-09,2020-04-14,2020-04-24,,2020-05-04
VD-7644,Bug,2020-04-09,2020-04-13,2020-04-13,,2020-04-14
VD-7642,Bug,2020-04-09,2020-05-20,2020-06-10,,
VD-7641,Story,2020-04-15,,2020-05-21,2020-06-05,2020-06-09
VD-7640,Story,2020-04-09,2020-04-09,2020-04-21,2020-04-21,2020-04-23
VD-7638,Task,2020-04-09,,,,2020-05-04
VD-7637,Bug,2020-04-08,2020-04-27,2020-04-27,,2020-04-27
VD-7636,Bug,2020-04-08,2020-04-20,2020-04-20,,2020-04-20
VD-7635,Story,2020-04-08,2020-04-22,2020-04-27,2020-04-29,2020-05-04
VD-7634,Bug,2020-04-08,,,,2020-04-21
VD-7633,Task,2020-04-08,2020-04-13,2020-04-14,,2020-04-15
VD-7631,Bug,2020-04-08,,,,2020-04-15
VD-7623,Task,2020-04-09,2020-04-16,2020-04-21,2020-04-22,2020-04-28
VD-7622,Task,2020-04-08,2020-04-18,2020-04-20,,2020-05-18
VD-7621,Task,2020-04-08,2020-04-18,2020-04-18,,2020-05-18
VD-7619,Story,2020-04-09,2020-04-09,2020-04-09,2020-04-10,2020-04-13
VD-7618,Story,2020-04-08,,,2020-05-05,2020-05-09
VD-7617,Story,2020-04-09,2020-05-26,2020-05-29,2020-07-07,
VD-7616,Story,2020-04-08,2020-04-17,2020-04-30,2020-05-07,2020-05-09
VD-7615,Story,2020-04-10,,2020-04-10,2020-04-13,2020-04-13
VD-7614,Bug,2020-04-07,2020-04-09,2020-04-13,,2020-04-17
VD-7612,Bug,2020-04-07,2020-04-20,,,2020-04-20
VD-7611,Story,2020-04-27,2020-04-29,2020-05-04,2020-05-04,2020-05-12
VD-7610,Bug,2020-04-07,2020-04-16,,,2020-04-17
VD-7608,Story,2020-04-14,,,,
VD-7606,Bug,2020-04-07,2020-04-09,2020-04-09,,2020-04-09
VD-7605,Bug,2020-04-07,2020-04-20,,,2020-04-27
VD-7604,Bug,2020-04-07,2020-04-28,,,2020-04-28
VD-7603,Bug,2020-04-07,,2020-04-09,,2020-04-09
VD-7601,Bug,2020-04-07,2020-04-23,,,2020-04-28
VD-7600,Task,2020-04-07,2020-04-16,2020-04-24,2020-04-27,2020-05-12
VD-7591,Bug,2020-04-07,2020-04-08,2020-04-13,,2020-04-14
VD-7590,Story,2020-04-07,2020-04-20,2020-04-23,2020-04-24,2020-04-28
VD-7589,Story,2020-04-07,2020-04-20,2020-04-27,2020-05-08,2020-05-12
VD-7588,Task,2020-04-06,2020-04-15,2020-05-19,2020-05-19,2020-06-08
VD-7587,Bug,2020-04-06,2020-04-07,2020-04-09,,2020-04-09
VD-7585,Bug,2020-04-06,2020-04-18,2020-04-19,,2020-04-19
VD-7584,Story,2020-04-07,2020-04-08,2020-04-14,2020-04-21,2020-04-29
VD-7583,Task,2020-04-06,2020-04-07,,2020-04-08,2020-05-04
VD-7582,Story,2020-04-24,2020-05-26,2020-05-29,2020-07-07,
VD-7581,Bug,2020-04-06,2020-04-06,2020-04-07,,2020-04-09
VD-7578,Bug,2020-04-06,2020-04-09,2020-04-09,,2020-04-09
VD-7577,Bug,2020-04-06,2020-04-06,2020-04-07,,2020-04-09
VD-7576,Story,2020-04-07,,,2020-04-13,2020-04-13
VD-7575,Story,2020-04-06,2020-04-09,2020-04-13,2020-04-13,2020-04-13
VD-7574,Story,2020-04-06,,,,
VD-7573,Story,2020-04-06,2020-04-14,2020-04-15,2020-04-17,2020-04-17
VD-7572,Bug,2020-04-05,2020-04-08,2020-04-14,2020-04-20,2020-05-01
VD-7570,Bug,2020-04-03,,,,2020-05-20
VD-7569,Bug,2020-04-03,2020-04-06,,,2020-04-06
VD-7568,Bug,2020-04-03,2020-04-06,2020-04-06,,2020-04-06
VD-7567,Bug,2020-04-03,2020-04-08,2020-04-08,,2020-04-09
VD-7565,Bug,2020-04-03,2020-04-22,2020-04-28,2020-04-28,2020-05-05
VD-7564,Bug,2020-04-03,2020-04-17,,,2020-04-20
VD-7563,Bug,2020-04-03,2020-04-28,,,2020-04-28
VD-7562,Bug,2020-04-03,,,,2020-04-28
VD-7556,Task,2020-04-03,2020-04-13,2020-04-16,2020-04-19,2020-05-12
VD-7555,Task,2020-04-03,2020-04-09,2020-04-10,2020-04-14,2020-04-14
VD-7554,Bug,2020-04-03,2020-04-03,2020-04-06,,2020-04-06
VD-7553,Story,2020-04-03,,,2020-04-13,2020-04-13
VD-7551,Bug,2020-04-03,,,,2020-04-30
VD-7550,Bug,2020-04-03,2020-04-08,2020-04-09,,2020-04-13
VD-7549,Story,2020-04-03,2020-05-20,2020-05-20,2020-05-22,2020-05-26
VD-7548,Task,2020-04-03,2020-04-06,,2020-04-07,2020-05-04
VD-7546,Story,2020-04-28,2020-05-29,2020-06-01,2020-06-02,2020-06-02
VD-7544,Bug,2020-04-02,2020-04-21,2020-04-22,,2020-04-22
VD-7542,Bug,2020-04-02,,,,2020-04-03
VD-7541,Bug,2020-04-02,2020-04-03,,,2020-04-03
VD-7539,Bug,2020-04-02,2020-04-02,2020-04-03,,2020-04-03
VD-7538,Bug,2020-04-02,2020-04-03,2020-04-06,,2020-04-06
VD-7535,Bug,2020-04-02,2020-04-08,2020-04-08,,2020-04-13
VD-7534,Bug,2020-04-02,2020-04-16,2020-04-16,,2020-04-16
VD-7529,Story,2020-04-24,2020-05-26,2020-05-29,2020-07-07,2020-07-07
VD-7524,Bug,2020-04-01,,,,2020-04-02
VD-7523,Task,2020-04-01,2020-04-06,,,2020-04-24
VD-7522,Bug,2020-04-01,,,,2020-04-08
VD-7521,Bug,2020-04-01,,,,2020-04-03
VD-7520,Bug,2020-04-01,,,,2020-04-03
VD-7517,Bug,2020-04-01,,2020-04-08,,2020-04-08
VD-7516,Task,2020-04-01,2020-04-13,2020-04-27,2020-04-27,2020-05-12
VD-7515,Story,2020-04-02,2020-04-06,2020-04-06,2020-04-08,2020-04-14
VD-7512,Bug,2020-04-01,2020-04-01,,,2020-04-02
VD-7510,Story,2020-04-01,,,2020-04-03,2020-04-13
VD-7509,Bug,2020-04-01,,,,2020-04-18
VD-7508,Story,2020-04-01,2020-04-17,,2020-04-24,2020-04-24
VD-7506,Story,2020-04-08,2020-04-20,2020-05-04,2020-05-20,2020-05-21
VD-7505,Story,2020-04-03,2020-04-15,2020-04-15,2020-04-29,2020-04-29
VD-7504,Story,2020-04-03,,,2020-04-16,2020-04-16
VD-7503,Story,2020-04-02,2020-04-27,2020-04-28,2020-04-28,2020-04-28
VD-7497,Bug,2020-03-31,,,,2020-04-03
VD-7488,Bug,2020-03-31,2020-04-23,2020-05-19,,2020-06-08
VD-7487,Bug,2020-03-31,2020-04-17,2020-04-18,,2020-04-23
VD-7481,Task,2020-03-31,,,,2020-06-25
VD-7479,Task,2020-03-31,2020-04-24,2020-05-05,,
VD-7478,Story,2020-04-01,2020-04-03,2020-04-06,2020-04-14,2020-04-14
VD-7476,Story,2020-03-31,,,2020-04-09,2020-04-09
VD-7474,Story,2020-04-08,2020-04-08,2020-04-15,2020-04-15,2020-04-16
VD-7473,Task,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-14
VD-7467,Story,2020-03-31,2020-04-06,2020-03-31,2020-04-08,2020-04-13
VD-7466,Story,2020-04-15,2020-04-28,2020-04-29,2020-05-04,2020-05-12
VD-7465,Bug,2020-03-31,2020-04-07,2020-04-08,,2020-04-15
VD-7464,Story,2020-03-31,2020-04-08,2020-04-27,2020-04-28,2020-04-28
VD-7463,Story,2020-04-01,2020-04-06,2020-04-09,2020-04-14,2020-04-14
VD-7461,Bug,2020-03-30,,2020-04-08,,2020-04-08
VD-7460,Bug,2020-03-30,2020-04-09,2020-04-13,,2020-04-16
VD-7452,Task,2020-03-30,2020-04-16,2020-04-20,2020-04-23,2020-05-07
VD-7451,Bug,2020-03-30,,2020-04-07,,2020-04-13
VD-7449,Story,2020-04-01,2020-04-17,2020-04-17,2020-04-20,2020-04-23
VD-7448,Bug,2020-03-30,,,,2020-03-31
VD-7447,Story,2020-04-03,2020-04-08,2020-04-13,2020-04-20,2020-04-23
VD-7446,Bug,2020-03-30,,,,2020-04-03
VD-7444,Bug,2020-03-30,2020-04-15,2020-04-22,,2020-05-14
VD-7443,Bug,2020-03-30,2020-06-09,2020-06-15,,2020-06-15
VD-7442,Bug,2020-03-30,2020-03-30,2020-03-31,,2020-03-31
VD-7441,Story,2020-04-06,2020-04-14,2020-04-15,2020-04-27,2020-04-27
VD-7440,Story,2020-04-03,2020-04-08,2020-04-08,2020-04-14,2020-04-14
VD-7439,Bug,2020-03-27,2020-03-30,2020-03-30,,2020-03-30
VD-7437,Bug,2020-03-27,2020-04-08,2020-04-08,,2020-04-08
VD-7435,Bug,2020-03-27,2020-03-27,2020-03-27,,2020-03-27
VD-7434,Task,2020-03-27,,,,2020-03-30
VD-7432,Task,2020-03-27,,,2020-04-09,2020-04-09
VD-7431,Bug,2020-03-27,2020-03-30,2020-03-30,,2020-03-30
VD-7430,Bug,2020-03-27,2020-03-30,2020-03-30,,2020-03-30
VD-7428,Story,2020-03-26,2020-04-06,2020-04-13,2020-04-13,2020-04-13
VD-7427,Bug,2020-03-26,2020-03-27,,,2020-04-06
VD-7426,Bug,2020-03-26,2020-04-19,2020-04-22,,2020-04-22
VD-7424,Story,2020-03-26,2020-03-26,,2020-03-31,2020-03-31
VD-7423,Bug,2020-03-26,2020-04-08,,,2020-04-08
VD-7422,Bug,2020-03-26,2020-03-27,2020-04-03,,2020-05-08
VD-7421,Story,2020-03-27,2020-04-16,2020-04-20,2020-04-29,2020-04-29
VD-7420,Task,2020-03-26,2020-04-13,2020-04-13,2020-04-14,2020-04-09
VD-7418,Bug,2020-03-26,2020-04-28,,,2020-04-29
VD-7417,Task,2020-03-26,2020-03-26,,,2020-06-09
VD-7416,Story,2020-03-26,2020-03-30,2020-04-02,2020-04-02,2020-04-07
VD-7412,Story,2020-03-26,2020-05-28,2020-06-08,2020-06-09,2020-06-09
VD-7411,Story,2020-03-26,2020-05-08,2020-05-11,2020-06-01,2020-06-02
VD-7410,Story,2020-03-26,2020-05-21,2020-05-26,2020-06-05,2020-06-09
VD-7406,Story,2020-03-26,,,2020-04-27,2020-04-28
VD-7405,Story,2020-03-26,,,2020-04-27,2020-04-28
VD-7404,Story,2020-03-26,,,2020-04-27,2020-04-28
VD-7399,Task,2020-03-26,2020-04-08,2020-04-08,,2020-04-08
VD-7396,Story,2020-03-27,2020-03-30,2020-03-31,2020-03-31,2020-03-31
VD-7395,Bug,2020-03-26,2020-03-27,2020-03-28,,2020-03-28
VD-7394,Bug,2020-03-25,2020-03-25,2020-03-27,,2020-03-28
VD-7393,Task,2020-03-25,,,,
VD-7392,Bug,2020-03-25,2020-04-08,2020-04-09,,2020-04-09
VD-7390,Bug,2020-03-25,,,,2020-04-03
VD-7385,Task,2020-03-25,2020-04-06,2020-04-09,2020-04-14,2020-04-14
VD-7383,Bug,2020-03-25,2020-03-26,2020-04-01,,2020-04-01
VD-7377,Bug,2020-03-25,2020-03-26,2020-03-30,,2020-03-30
VD-7374,Bug,2020-03-25,2020-03-30,2020-03-26,,2020-03-31
VD-7373,Bug,2020-03-25,,,2020-03-27,2020-03-30
VD-7372,Task,2020-03-24,2020-04-01,2020-04-01,2020-04-06,2020-05-12
VD-7371,Story,2020-03-26,2020-03-26,2020-03-30,2020-04-07,2020-04-07
VD-7369,Bug,2020-03-24,2020-03-26,,,2020-03-27
VD-7368,Bug,2020-03-24,2020-03-25,2020-04-03,,2020-04-03
VD-7367,Bug,2020-03-24,2020-03-25,2020-04-01,,2020-04-01
VD-7364,Bug,2020-03-24,,,2020-03-25,2020-03-27
VD-7357,Bug,2020-03-23,2020-03-25,,,2020-03-27
VD-7356,Bug,2020-03-23,2020-04-13,2020-04-17,,2020-04-17
VD-7355,Bug,2020-03-23,2020-03-26,2020-03-30,,2020-03-30
VD-7354,Bug,2020-03-23,2020-03-24,2020-03-25,,2020-03-26
VD-7353,Story,2020-03-23,2020-04-21,2020-04-21,2020-04-27,2020-04-28
VD-7352,Bug,2020-03-23,2020-03-27,,,2020-04-06
VD-7351,Task,2020-03-24,2020-03-27,2020-03-27,,2020-04-08
VD-7350,Bug,2020-03-23,2020-03-25,2020-03-27,,2020-03-27
VD-7347,Task,2020-03-23,2020-03-27,2020-03-30,2020-03-31,2020-03-31
VD-7345,Story,2020-03-23,2020-03-24,,2020-03-30,2020-03-30
VD-7344,Bug,2020-03-23,2020-03-25,2020-03-27,,2020-04-03
VD-7343,Bug,2020-03-23,,,,2020-04-03
VD-7341,Bug,2020-03-23,,,,2020-03-30
VD-7339,Bug,2020-03-23,2020-04-21,2020-04-22,,2020-04-22
VD-7338,Bug,2020-03-23,,,,2020-03-23
VD-7337,Story,2020-03-23,2020-03-25,2020-03-26,2020-03-26,2020-03-27
VD-7336,Task,2020-03-23,,,,2020-03-24
VD-7335,Bug,2020-03-23,2020-03-23,2020-04-03,,2020-04-17
VD-7328,Task,2020-03-23,,,,2020-03-27
VD-7326,Task,2020-03-23,,,,2020-03-23
VD-7324,Bug,2020-03-23,2020-03-23,2020-03-24,,2020-03-24
VD-7323,Bug,2020-03-23,2020-03-24,2020-03-24,,2020-03-25
VD-7322,Story,2020-03-23,2020-03-25,2020-03-25,2020-03-25,2020-03-27
VD-7321,Bug,2020-03-23,2020-04-24,2020-04-28,,2020-04-24
VD-7316,Story,2020-03-23,2020-03-27,2020-04-21,2020-04-21,2020-04-23
VD-7311,Story,2020-03-24,,,,2020-03-31
VD-7310,Task,2020-03-23,2020-03-30,,2020-04-07,2020-05-04
VD-7308,Bug,2020-03-22,2020-04-20,2020-04-21,,2020-04-21
VD-7307,Bug,2020-03-22,2020-03-30,2020-04-02,,2020-04-07
VD-7306,Bug,2020-03-22,2020-03-26,2020-03-28,,2020-03-28
VD-7305,Bug,2020-03-20,,,,2020-03-27
VD-7304,Bug,2020-03-20,2020-04-08,,,2020-04-08
VD-7303,Bug,2020-03-20,,,,2020-06-19
VD-7302,Bug,2020-03-20,2020-03-23,,,2020-03-27
VD-7299,Task,2020-03-20,2020-03-30,2020-04-01,2020-04-01,2020-04-09
VD-7298,Story,2020-03-20,2020-03-30,,2020-04-06,2020-04-07
VD-7297,Bug,2020-03-20,2020-03-24,2020-03-24,,2020-03-24
VD-7296,Task,2020-03-20,2020-03-24,,,2020-03-24
VD-7295,Task,2020-06-02,2020-07-01,,2020-07-01,2020-07-01
VD-7294,Task,2020-06-02,,,,
VD-7293,Story,2020-03-20,2020-03-23,2020-03-26,2020-03-31,2020-03-31
VD-7289,Story,2020-03-24,2020-03-27,2020-03-27,2020-03-31,2020-03-31
VD-7288,Story,2020-03-26,2020-03-30,2020-03-30,2020-03-31,2020-03-31
VD-7287,Bug,2020-03-19,2020-03-26,2020-04-01,,2020-04-09
VD-7286,Task,2020-03-19,,,,2020-03-20
VD-7284,Bug,2020-03-19,2020-03-24,2020-03-24,,2020-03-24
VD-7283,Bug,2020-03-19,2020-03-19,2020-03-23,,2020-03-23
VD-7282,Bug,2020-03-19,2020-03-20,,,2020-03-20
VD-7281,Bug,2020-03-19,2020-04-06,,,2020-04-06
VD-7280,Bug,2020-03-19,2020-03-19,2020-03-20,,2020-03-20
VD-7279,Bug,2020-03-19,2020-03-19,2020-03-19,,2020-03-20
VD-7278,Bug,2020-03-19,2020-03-20,,,2020-03-26
VD-7277,Bug,2020-03-19,2020-03-23,2020-03-23,,2020-03-24
VD-7276,Bug,2020-03-19,2020-03-19,,,2020-03-23
VD-7275,Story,2020-03-19,2020-03-19,2020-03-26,2020-03-31,2020-03-31
VD-7273,Story,2020-03-23,2020-03-30,2020-03-30,2020-03-30,2020-03-31
VD-7272,Bug,2020-03-19,2020-03-20,2020-03-23,,2020-03-23
VD-7271,Bug,2020-03-19,,,,2020-03-20
VD-7270,Bug,2020-03-19,2020-03-19,2020-03-19,,2020-03-25
VD-7269,Bug,2020-03-19,,,,2020-03-20
VD-7268,Bug,2020-03-19,2020-03-19,,,2020-03-23
VD-7267,Bug,2020-03-19,2020-03-20,2020-03-24,,2020-03-31
VD-7266,Bug,2020-03-18,2020-03-23,2020-03-24,,2020-03-26
VD-7265,Bug,2020-03-18,,,,2020-03-27
VD-7263,Bug,2020-03-18,2020-03-19,2020-03-19,,2020-03-20
VD-7262,Bug,2020-03-18,2020-03-26,2020-03-26,,2020-03-26
VD-7261,Bug,2020-03-18,2020-03-20,,,2020-03-23
VD-7260,Bug,2020-03-18,2020-03-24,2020-03-27,,2020-03-27
VD-7259,Bug,2020-03-18,2020-03-27,2020-04-01,,2020-04-08
VD-7257,Story,2020-03-18,,,,
VD-7256,Story,2020-03-18,2020-03-20,,2020-03-27,2020-03-30
VD-7255,Task,2020-03-18,2020-04-07,2020-04-20,2020-04-07,2020-05-12
VD-7254,Task,2020-03-18,2020-04-01,2020-04-09,2020-04-14,2020-05-04
VD-7251,Task,2020-03-19,2020-04-02,,2020-04-14,2020-04-15
VD-7250,Task,2020-03-18,2020-03-26,2020-03-30,2020-04-03,2020-04-14
VD-7248,Story,2020-03-18,2020-03-30,2020-04-01,2020-04-06,2020-04-07
VD-7247,Story,2020-03-18,2020-03-30,2020-04-02,2020-04-02,2020-04-07
VD-7244,Task,2020-03-17,2020-03-25,2020-04-03,2020-04-14,2020-05-04
